lottery,draw_number,draw_date_time,my_field1,my_field2,win_field1,win_field2,win_amount
Премьер,001213,2 сентября 2024 00:54 МСК,,,"Номер билета:,1041 3111 0000 0131 4955,Цена билета:,200 ₽,Дата покупки билета:,2 сентября 2024,Название лотереи:,Премьер,Тираж №:,001213,Дата тиража:,2 сентября 2024,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0131 4955,Цена билета:,200 ₽,Дата покупки билета:,2 сентября 2024,Название лотереи:,Премьер,Тираж №:,001213,Дата тиража:,2 сентября 2024,Место тиража:,г. Москва,Время тиража:,00:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
6
11
19
1
Поле 2
4
9
12
11"
Премьер,000782,14 августа 2024 12:54 МСК,,,"Номер билета:,1041 3111 0000 0084 1150,Цена билета:,200 ₽,Дата покупки билета:,14 августа 2024,Название лотереи:,Премьер,Тираж №:,000782,Дата тиража:,14 августа 2024,Место тиража:,г. Москва,Время тиража:,12:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0084 1150,Цена билета:,200 ₽,Дата покупки билета:,14 августа 2024,Название лотереи:,Премьер,Тираж №:,000782,Дата тиража:,14 августа 2024,Место тиража:,г. Москва,Время тиража:,12:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
13
20
14
18
Поле 2
16
12
13
4"
Премьер,012962,25 ноября 2025 22:09 МСК,,,"Номер билета:,1041 3111 0000 2373 3276,Цена билета:,60 ₽,Дата покупки билета:,25 ноября 2025,Название лотереи:,Премьер,Тираж №:,012962,Дата тиража:,25 ноября 2025,Место тиража:,г. Москва,Время тиража:,22:09 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 2373 3276,Цена билета:,60 ₽,Дата покупки билета:,25 ноября 2025,Название лотереи:,Премьер,Тираж №:,012962,Дата тиража:,25 ноября 2025,Место тиража:,г. Москва,Время тиража:,22:09 МСК,Купить ∙ 70 ₽,,,","Поле 1
9
6
11
5
Поле 2
3
14
18
2"
Топ 12,003577,30 ноября 2023 19:54 МСК,,,"Номер билета:,1040 4111 0000 0284 3450,Цена билета:,100 ₽,Дата покупки билета:,30 ноября 2023,Название лотереи:,Топ 12,Тираж №:,003577,Дата тиража:,30 ноября 2023,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 100 ₽,,,",,"13
9
16
19
4
15
20
11
23
18
2
21"
Форсаж 75,020622,10 января 2024 21:15 МСК,,,,,0
Премьер,011178,6 октября 2025 18:09 МСК,,,"Номер билета:,1041 3111 0000 2074 3568,Цена билета:,60 ₽,Дата покупки билета:,6 октября 2025,Название лотереи:,Премьер,Тираж №:,011178,Дата тиража:,6 октября 2025,Место тиража:,г. Москва,Время тиража:,18:09 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 2074 3568,Цена билета:,60 ₽,Дата покупки билета:,6 октября 2025,Название лотереи:,Премьер,Тираж №:,011178,Дата тиража:,6 октября 2025,Место тиража:,г. Москва,Время тиража:,18:09 МСК,Купить ∙ 70 ₽,,,","Поле 1
11
16
3
6
Поле 2
7
9
13
3"
Премьер,001729,24 сентября 2024 16:54 МСК,,,"Номер билета:,1041 3111 0000 0191 5754,Цена билета:,200 ₽,Дата покупки билета:,24 сентября 2024,Название лотереи:,Премьер,Тираж №:,001729,Дата тиража:,24 сентября 2024,Место тиража:,г. Москва,Время тиража:,16:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0191 5754,Цена билета:,200 ₽,Дата покупки билета:,24 сентября 2024,Название лотереи:,Премьер,Тираж №:,001729,Дата тиража:,24 сентября 2024,Место тиража:,г. Москва,Время тиража:,16:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
9
1
3
11
Поле 2
3
10
16
8"
Премьер,006554,17 апреля 2025 19:54 МСК,,,"Номер билета:,1041 3111 0000 0818 1466,Цена билета:,200 ₽,Дата покупки билета:,17 апреля 2025,Название лотереи:,Премьер,Тираж №:,006554,Дата тиража:,17 апреля 2025,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0818 1466,Цена билета:,200 ₽,Дата покупки билета:,17 апреля 2025,Название лотереи:,Премьер,Тираж №:,006554,Дата тиража:,17 апреля 2025,Место тиража:,г. Москва,Время тиража:,19:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
10
12
18
3
Поле 2
3
11
4
10"
Форсаж 75,018740,17 декабря 2023 12:45 МСК,,,,,0
Премьер,000908,19 августа 2024 21:54 МСК,,,"Номер билета:,1041 3111 0000 0098 0103,Цена билета:,200 ₽,Дата покупки билета:,19 августа 2024,Название лотереи:,Премьер,Тираж №:,000908,Дата тиража:,19 августа 2024,Место тиража:,г. Москва,Время тиража:,21:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0098 0103,Цена билета:,200 ₽,Дата покупки билета:,19 августа 2024,Название лотереи:,Премьер,Тираж №:,000908,Дата тиража:,19 августа 2024,Место тиража:,г. Москва,Время тиража:,21:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
8
15
12
10
Поле 2
17
14
9
3"
Премьер,009986,24 августа 2025 18:54 МСК,,,"Номер билета:,1041 3111 0000 1697 1689,Цена билета:,30 ₽,Дата покупки билета:,24 августа 2025,Название лотереи:,Премьер,Тираж №:,009986,Дата тиража:,24 августа 2025,Место тиража:,г. Москва,Время тиража:,18:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 1697 1689,Цена билета:,30 ₽,Дата покупки билета:,24 августа 2025,Название лотереи:,Премьер,Тираж №:,009986,Дата тиража:,24 августа 2025,Место тиража:,г. Москва,Время тиража:,18:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
2
9
17
15
Поле 2
15
1
11
20"
Трижды три,009427,9 декабря 2022 17:15 МСК,,,,,0
Лавина призов,000506,30 ноября 2023 18:03 МСК,,,"Номер билета:,1010 2111 0000 0828 8658,Цена билета:,100 ₽,Дата покупки билета:,30 ноября 2023,Название лотереи:,Лавина призов,Тираж №:,000506,Дата тиража:,30 ноября 2023,Место тиража:,г. Москва,Время тиража:,18:03 МСК,Купить ∙ 100 ₽,,,","Номер билета:,1010 2111 0000 0828 8658,Цена билета:,100 ₽,Дата покупки билета:,30 ноября 2023,Название лотереи:,Лавина призов,Тираж №:,000506,Дата тиража:,30 ноября 2023,Место тиража:,г. Москва,Время тиража:,18:03 МСК,Купить ∙ 100 ₽,,,","Поле 1
3
6
2
11
Поле 2
16
7
15
6"
Топ 12,004810,23 января 2024 10:54 МСК,,,"Номер билета:,1040 4111 0000 0416 7198,Цена билета:,100 ₽,Дата покупки билета:,23 января 2024,Название лотереи:,Топ 12,Тираж №:,004810,Дата тиража:,23 января 2024,Место тиража:,г. Москва,Время тиража:,10:54 МСК,Купить ∙ 100 ₽,,,",,"1
18
8
21
13
9
7
4
5
17
16
6"
Премьер,006712,24 апреля 2025 12:54 МСК,,,"Номер билета:,1041 3111 0000 0840 3454,Цена билета:,200 ₽,Дата покупки билета:,24 апреля 2025,Название лотереи:,Премьер,Тираж №:,006712,Дата тиража:,24 апреля 2025,Место тиража:,г. Москва,Время тиража:,12:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0840 3454,Цена билета:,200 ₽,Дата покупки билета:,24 апреля 2025,Название лотереи:,Премьер,Тираж №:,006712,Дата тиража:,24 апреля 2025,Место тиража:,г. Москва,Время тиража:,12:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
11
20
10
13
Поле 2
6
18
19
5"
Премьер,001747,25 сентября 2024 11:54 МСК,,,"Номер билета:,1041 3111 0000 0193 4697,Цена билета:,200 ₽,Дата покупки билета:,25 сентября 2024,Название лотереи:,Премьер,Тираж №:,001747,Дата тиража:,25 сентября 2024,Место тиража:,г. Москва,Время тиража:,11:54 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 0193 4697,Цена билета:,200 ₽,Дата покупки билета:,25 сентября 2024,Название лотереи:,Премьер,Тираж №:,001747,Дата тиража:,25 сентября 2024,Место тиража:,г. Москва,Время тиража:,11:54 МСК,Купить ∙ 70 ₽,,,","Поле 1
6
15
7
8
Поле 2
19
3
10
8"
Премьер,011393,12 октября 2025 19:39 МСК,,,"Номер билета:,1041 3111 0000 2120 8640,Цена билета:,60 ₽,Дата покупки билета:,12 октября 2025,Название лотереи:,Премьер,Тираж №:,011393,Дата тиража:,12 октября 2025,Место тиража:,г. Москва,Время тиража:,19:39 МСК,Купить ∙ 70 ₽,,,","Номер билета:,1041 3111 0000 2120 8640,Цена билета:,60 ₽,Дата покупки билета:,12 октября 2025,Название лотереи:,Премьер,Тираж №:,011393,Дата тиража:,12 октября 2025,Место тиража:,г. Москва,Время тиража:,19:39 МСК,Купить ∙ 70 ₽,,,","Поле 1
3
12
17
13
Поле 2
2
11
1
20"
